"Study Area","Transect Name","PointId","Observer","Date","DBH LT 23cm","DBH GT 38cm","DBH 23cm To 38cm","Snags","Grazing","Notes"
YOL-14-01,PR01,PR01-01,"Shake, Corey",2016-04-26,0,0,0,0,1,"Recently/currently grazed- evident that this area is used regularly - soil also feels quite compacted"
MRN-15-02,TGGA,TGGA-03,"Winquist, Suzanne",2017-05-15,,,,,1,
MRN-15-02,TGGA,TGGA-03,"Halstrom, Grant",2020-05-29,,,,,,
MRN-15-02,TGGA,TGGA-03,"Garcia, Dabid",2022-05-20,,,,,,
MRN-15-02,TGGA,TGGA-05,"Winquist, Suzanne",2017-05-16,,,,,1,
MRN-15-02,TGGA,TGGA-05,"Halstrom, Grant",2020-05-29,,,,,,
MRN-15-02,TGGA,TGGA-05,"Garcia, Dabid",2022-05-20,,,,,,"Plants blown over into mats due to wind."
ALA-17-01,GARA,GARA-01,"Marsh, Kyle",2017-04-27,,,,,1,
ALA-17-01,GARA,GARA-02,"Marsh, Kyle",2017-04-27,,6,,,1,
ALA-17-01,GARA,GARA-03,"Marsh, Kyle",2017-04-27,,,,,1,
ALA-17-01,GARA,GARA-04,"Marsh, Kyle",2017-04-27,,,,,1,
ALA-17-01,GARA,GARA-05,"Marsh, Kyle",2017-05-26,,,,,1,
ALA-17-01,GARA,GARA-07,"Marsh, Kyle",2017-05-23,,,,,1,
ALA-17-01,GARA,GARA-08,"Marsh, Kyle",2017-05-24,,,,,1,
ALA-17-01,GARA,GARA-09,"Marsh, Kyle",2017-05-23,,1,1,,1,
ALA-17-01,GARA,GARA-10,"Marsh, Kyle",2017-05-24,,,,,1,"Malta thistle abundant."
ALA-17-02,NELS,NELS-01,"Marsh, Kyle",2017-04-07,,,,,1,
ALA-17-02,NELS,NELS-02,"Marsh, Kyle",2017-04-07,,,,,1,
ALA-17-02,NELS,NELS-03,"Marsh, Kyle",2017-04-07,,,,,1,
ALA-17-02,NELS,NELS-04,"Marsh, Kyle",2017-04-21,,,,,1,
ALA-17-02,NELS,NELS-05,"Marsh, Kyle",2017-04-07,,,,,1,
ALA-17-02,NELS,NELS-06,"Marsh, Kyle",2017-04-21,,,,,1,
ALA-17-02,NELS,NELS-07,"Marsh, Kyle",2017-04-21,,,,,1,
ALA-17-02,NELS,NELS-08,"Marsh, Kyle",2017-04-21,,,,,1,
ALA-17-02,NELS,NELS-09,"Marsh, Kyle",2017-04-21,,,,,1,
ELD-13-02,ELDO,ELDO-02,"Fogg, Alissa",2017-05-11,2,2,16,1,1,
ELD-13-02,ELDO,ELDO-14,"Fogg, Alissa",2017-04-21,12,3,9,4,1,"15 MULTI-STEMMED QUWI2 COUNTED AS SINGLE TREES"
ELD-13-02,ELDO,ELDO-16,"Fogg, Alissa",2017-04-25,,,17,,1,
ELD-13-02,ELDO,ELDO-19,"Halstrom, Grant",2017-05-11,,,4,,1,
ELD-13-02,ELDO,ELDO-29,"Fogg, Alissa",2017-04-21,3,3,19,,1,
SOL-17-01,RUSH,RUSH-01,"Petersen, Luke",2017-05-05,,,,,,
SOL-17-01,RUSH,RUSH-01,"Petersen, Luke",2018-06-06,,,,,1,"Gate open. no sign of significant recent grazing. Very defined and exclusive patches of TACA8, LOPEM2, or PHAQ."
SOL-17-01,RUSH,RUSH-01,"Petersen, Luke",2019-05-16,,,,,,"No recent grazing. Patchy with MH + p aquaticus"
SOL-17-01,RUSH,RUSH-01,"Petersen, Luke",2019-05-16,,,,,,"no recent grazing. patchy MH + Paquaticus"
SOL-17-01,RUSH,RUSH-01,"Halstrom, Grant",2021-05-25,,,,,1,
SOL-17-01,RUSH,RUSH-02,"Petersen, Luke",2017-05-05,,,,,1,"Both vulpias exist here."
SOL-17-01,RUSH,RUSH-02,"Petersen, Luke",2018-06-06,,,,,1,"First direction: lots of AM, heavily trampled, but still lots of biomass."
SOL-17-01,RUSH,RUSH-02,"Petersen, Luke",2019-05-16,,,,,1,"Most grazed point, same as last year. Patchy grazed. near fence/water"
SOL-17-01,RUSH,RUSH-02,"Halstrom, Grant",2020-06-10,,,,,1,
SOL-17-01,RUSH,RUSH-02,"Halstrom, Grant",2021-05-19,,,,,1,
SOL-17-01,RUSH,RUSH-03,"Petersen, Luke",2017-04-27,,,,,,
SOL-17-01,RUSH,RUSH-03,"Petersen, Luke",2018-06-06,,,,,1,"Cows moved out today. Lots of VUBR thatch. May be too late to observe most clover species and other forb diversity."
SOL-17-01,RUSH,RUSH-03,"Petersen, Luke",2019-05-17,,,,,,
SOL-17-01,RUSH,RUSH-03,"Halstrom, Grant",2020-06-10,,,,,1,
SOL-17-01,RUSH,RUSH-03,"Halstrom, Grant",2021-05-19,,,,,1,
SOL-17-01,RUSH,RUSH-03,"Le, My-Lan",2022-04-28,,,,,1,
SOL-17-01,RUSH,RUSH-03,"Le, My-Lan",2022-04-28,,,,,1,
SOL-17-01,RUSH,RUSH-04,"Petersen, Luke",2017-04-24,,,,,1,
SOL-17-01,RUSH,RUSH-04,"Petersen, Luke",2018-06-04,,,,,1,"Animal manure present. This location has higher RDM than most of the pasture. Lots of yellow starthistle, not much medusa head."
SOL-17-01,RUSH,RUSH-04,"Halstrom, Grant",2019-05-19,,,,,1,"Light grazing, calves present. Little recent impact apparent. Many Savannah Sp. Singing."
SOL-17-01,RUSH,RUSH-04,"Halstrom, Grant",2021-05-19,,,,,1,
SOL-17-01,RUSH,RUSH-05,"Petersen, Luke",2017-05-05,,,,,1,"Light grazing"
SOL-17-01,RUSH,RUSH-05,"Petersen, Luke",2018-06-01,,,,,1,"Some manure. Lots of standing residual (1600 lbs/ac estimate)"
SOL-17-01,RUSH,RUSH-05,"Weverka, Jacob",2019-05-16,,,,,1,
SOL-17-01,RUSH,RUSH-05,"Halstrom, Grant",2021-05-25,,,,,1,
SOL-17-01,RUSH,RUSH-12,"Petersen, Luke",2017-04-24,,,,,1,
SOL-17-01,RUSH,RUSH-12,"Petersen, Luke",2018-06-04,,,,,1,"Points 15-18 on use road. Stockers in pasture now. Low to moderate RDM except MH which is widespread. Significant Phalaris cover, which seems to suppress MH. Most annual forbs are done flowering."
SOL-17-01,RUSH,RUSH-12,"Petersen, Luke",2019-05-16,,,,,1,"patchy grazed Recent evidence."
SOL-17-01,RUSH,RUSH-12,"Halstrom, Grant",2021-05-19,,,,,1,
SOL-17-01,RUSH,RUSH-12,"Le, My-Lan",2022-04-28,,,,,1,
SOL-16-01,WILC,WILC-02,"Petersen, Luke",2017-05-17,,,,,1,"No semaphore or Lemmons canary grass at this point. Many of the forbs found in a substantial drainage that drains the pools near the barn."
SOL-16-01,WILC,WILC-02,"Petersen, Luke",2018-05-15,,,,,1,"Relatively recent grazing evident. More AM than other points. Lacking significant vernal pool coverage."
SOL-16-01,WILC,WILC-02,"Petersen, Luke",2019-05-06,,,,,1,"moderately grazed many plants bitten low to ground"
SOL-16-01,WILC,WILC-16,"Petersen, Luke",2017-05-03,,,,,1,
SOL-16-01,WILC,WILC-16,"Petersen, Luke",2018-05-15,,,,,1,"Light grazing, not recent. First sighting of barbed goatgrass here."
SOL-16-01,WILC,WILC-16,"Petersen, Luke",2019-05-06,,,,,1,"bitten grass, hoof impact. more moisture this year, but less than 2017. More invasives than last two years."
SOL-16-01,WILC,WILC-16,"Halstrom, Grant",2020-06-25,,,,,1,"Pretty late in season, most veg is dried out."
SOL-16-01,WILC,WILC-16,"Le, My-Lan",2022-04-27,,,,,1,
SOL-16-01,WILC,WILC-16,"Le, My-Lan",2022-04-27,,,,,1,
SOL-16-01,WILC,WILC-17,"Petersen, Luke",2017-05-03,,,,,1,
SOL-16-01,WILC,WILC-17,"Petersen, Luke",2018-05-15,,,,,1,"Light grazing."
SOL-16-01,WILC,WILC-17,"Petersen, Luke",2019-05-06,,,,,1,"Lots of micro-sites created by hoof impact during wet season. Relatively high native cover hode2 and plca6"
SOL-16-01,WILC,WILC-17,"Halstrom, Grant",2020-06-25,,,,,1,
SOL-16-01,WILC,WILC-20,"Petersen, Luke",2017-06-02,,,,,1,"This transect was difficult to survey due to incessant no-see-ums. Small annual forbs were past bloom and difficult to ID to species. Outside of the search radius, Bakers Navarretia was observed. Very different community from other WILC points, though this could be a seasonal effect."
SOL-16-01,WILC,WILC-20,"Petersen, Luke",2018-05-14,,,,,1,"Lots of Stipa on mounds."
SOL-16-01,WILC,WILC-20,"Petersen, Luke",2019-05-06,,,,,,
SOL-16-01,WILC,WILC-58,"Petersen, Luke",2017-05-03,,,,,1,
SOL-16-01,WILC,WILC-58,"Petersen, Luke",2018-05-15,,,,,1,"No evidence of recent grazing. Typical annual grassland. Low areas not as low as typical vernal pools. Mema mounds present."
SOL-16-01,WILC,WILC-58,"Petersen, Luke",2019-05-06,,,,,1,"Grazed this year, but not currently."
SOL-16-01,WILC,WILC-58,"Le, My-Lan",2022-04-27,,,,,1,
TEH-16-04,EKLA,EKLA-04,"Wendt, Carrie",2017-04-26,,,,,1,
TEH-16-04,EKLA,EKLA-04,"Wendt, Carrie",2018-05-09,,,,,,
TEH-16-04,EKLA,EKLA-04,"Wendt, Carrie",2020-05-06,,,,,1,
TEH-16-04,EKLA,EKLA-04,"Noda, Sophie",2021-04-29,,,,,1,
TEH-16-04,EKLA,EKLA-05,"Wendt, Carrie",2017-04-26,,,1,1,1,
TEH-16-04,EKLA,EKLA-05,"Wendt, Carrie",2018-05-09,1,4,,,1,
TEH-16-04,EKLA,EKLA-05,"Wendt, Carrie",2020-05-06,,6,3,,1,"Only 7 inches of rain all year"
TEH-16-04,EKLA,EKLA-05,"Noda, Sophie",2021-04-29,,6,3,,1,"Grass on releve recorded as ""wheat"" assumed to be Common Wheat, Triticum aestivum. ""Barley"" assumed to be Common Barley, Hordeum vulgarae; 6 inches of rain this year"
TUL-17-04,CHRS,CHRS-002,"Eyestone, Bonnie",2018-04-18,1,3,3,2,1,
TUL-17-04,CHRS,CHRS-004,"Halstrom, Grant",2018-04-17,5,8,18,1,1,
TUL-17-04,CHRS,CHRS-011,"Eyestone, Bonnie",2018-04-18,6,,7,1,1,
TUL-17-04,CHRS,CHRS-016,"Eyestone, Bonnie",2018-04-18,33,29,13,4,1,
TUL-17-04,CHRS,CHRS-022,"Eyestone, Bonnie",2018-04-17,,5,9,1,1,
TUL-17-04,CHRS,CHRS-023,"Eyestone, Bonnie",2018-04-18,,1,2,,1,
NEV-17-01,DOMI,DOMI-01,"Weintraub , Kelly",2018-05-07,2,11,11,,,
NEV-17-01,DOMI,DOMI-01,"Noda, Sophie",2021-04-26,,,,,,
NEV-17-01,DOMI,DOMI-02,"Weintraub , Kelly",2017-05-02,,,2,,,
NEV-17-01,DOMI,DOMI-02,"Noda, Sophie",2021-04-26,,,,,1,"Did not do DBH. some of the 2FAs are klamath weed- Hypericum perforatum"
YUB-16-02,BRMR,BRMR-05,"Howard, Katharine",2017-05-24,,,,,1,"in direction 342, points 17-21 and 30-33 are on ranch road; in direction 162, points 36-38 are in drainage"
YUB-16-02,BRMR,BRMR-07,"Howard, Katharine",2017-05-24,16,11,1,4,1,
YUB-16-02,BRMR,BRMR-10,"Howard, Katharine",2017-05-24,,,,,1,
YUB-16-01,LARA,LARA-07,"Howard, Katharine",2017-05-16,,,,,1,
YUB-16-01,LARA,LARA-07,"Noda, Sophie",2021-04-30,,,,,1,
YUB-16-01,LARA,LARA-10,"Howard, Katharine",2017-05-12,,,,,1,
YUB-16-01,LARA,LARA-10,"Noda, Sophie",2021-04-30,,,,,1,"Points 41-47 along animal trail"
YUB-16-01,LARA,LARA-11,"Howard, Katharine",2017-05-25,1,,,,1,"roughly 10% of the 50m radius area consists of a stock pond."
YUB-16-01,LARA,LARA-15,"Noda, Sophie",2021-05-12,,,,,1,"LPI is on trail on 336 degree points 34-36"
YUB-16-01,LARA,LARA-16,"Howard, Katharine",2017-05-12,,,,,1,"vernal pool; LOPEM2 taking over =("
YUB-16-01,LARA,LARA-16,"Noda, Sophie",2021-05-12,,,,,1,
YUB-16-01,LARA,LARA-B3,"Howard, Katharine",2017-05-25,,,,,1,
YUB-16-01,LARA,LARA-B3,"Noda, Sophie",2021-04-06,,,,,1,"Vernal pool -ish LPI. many many forbs."
YUB-16-01,LARA,LARA-B5,"Howard, Katharine",2017-05-16,,,,,1,
YUB-16-01,LARA,LARA-B5,"Noda, Sophie",2021-04-30,,,,,1,
YUB-16-01,LARA,LARA-B6,"Howard, Katharine",2017-05-25,,,,,1,
YUB-16-01,LARA,LARA-B6,"Noda, Sophie",2021-05-10,,,,,1,
YUB-16-03,RIRA,RIRA-02,"Howard, Katharine",2017-05-23,1,4,7,,1,"sheep came through a while ago but not grazed by cattle yet this season"
YUB-16-03,RIRA,RIRA-02,"Halstrom, Grant",2020-05-26,,,12,,,
YUB-16-03,RIRA,RIRA-05,"Howard, Katharine",2017-05-10,,,1,,1,"For direction 71, points 2-5 are on a ranch road. Only a few cows and sheep have grazed this this year; not heavily. Site is at old homestead.  Blue oak on direction 71 is canopy only, trunk is outside 50m radius."
YUB-16-03,RIRA,RIRA-05,"Halstrom, Grant",2020-06-11,3,1,,,1,
YUB-16-03,RIRA,RIRA-10,"Howard, Katharine",2017-05-23,10,24,6,1,1,"ephemeral stream"
YUB-16-03,RIRA,RIRA-12,"Howard, Katharine",2017-05-23,28,,2,,,"Not grazed in a long time.  Heavy machinery was used last year (2016) to do Brush Mgmt as a NRCS practice.  It was supposed to be seeded but was not."
YUB-16-03,RIRA,RIRA-12,"Halstrom, Grant",2020-06-04,7,11,2,,1,
YUB-16-03,RIRA,RIRA-18,"Howard, Katharine",2018-05-04,53,27,,,,"all soil surfaces that say Moss were Moss growing on a rock not the soil surface"
YUB-16-03,RIRA,RIRA-18,"Halstrom, Grant",2020-05-26,17,20,6,,1,
YUB-16-03,RIRA,RIRA-25,"Howard, Katharine",2017-05-10,,,2,1,1,"Heavily grazed small paddock (not irrigated). For direction 41, there is a fenceline between points 43 & 44; lines 44-50 are outside the pasture along the road verge and lines 46-49 are on a ranch road. There is a WBNU nesting in a cavity in the fence post the gate latches into; hole is less than a meter from the ground (counted as a snag)."
YUB-16-03,RIRA,RIRA-25,"Halstrom, Grant",2020-06-04,,,2,,1,
YUB-16-04,SARA,SARA-10,"Howard, Katharine",2017-05-22,14,95,1,2,1,"Couldn't get a soil point here, ground dried out too quickly and got hard as a rock."
YUB-16-04,SARA,SARA-11,"Howard, Katharine",2017-05-22,,,,,1,
YUB-16-04,SARA,SARA-14,"Howard, Katharine",2017-05-22,10,106,,2,1,"for point 10 on second direction, basal layer is woody debris, wouldn't allow entry as such"
YUB-16-04,SARA,SARA-15,"Howard, Katharine",2017-05-22,10,83,,5,1,
TEH-15-02,CORA,CORA-02,"Halstrom, Grant",2017-05-15,,,,,1,
TEH-15-02,CORA,CORA-02,"Wendt, Carrie",2018-05-08,,,,,1,
TEH-15-02,CORA,CORA-06,"Wendt, Carrie",2017-05-15,4,,,1,1,
TEH-15-02,CORA,CORA-06,"Wendt, Carrie",2018-05-11,,,9,,1,"We moved the north transect to the west when we hit the fence"
"SHA-15-08 N",ROSS,HSPR-01,"Herrera, Alicia",2017-05-11,,,,,1,
ALA-17-03,GUMP,GUMP-001,"Marsh, Kyle",2017-05-04,,,,,1,
ALA-17-03,GUMP,GUMP-002,"Marsh, Kyle",2017-04-26,7,15,12,,1,"too steep for line point in 101 direction"
ALA-17-03,GUMP,GUMP-003,"Marsh, Kyle",2017-05-09,,,,,1,
ALA-17-03,GUMP,GUMP-005,"Marsh, Kyle",2017-05-12,3,1,2,,1,
ALA-17-03,GUMP,GUMP-005,"Marsh, Kyle",2017-05-12,3,1,2,,1,
ALA-17-03,GUMP,GUMP-006,"Marsh, Kyle",2017-05-05,,1,1,,1,
ALA-17-03,GUMP,GUMP-008,"Marsh, Kyle",2017-05-11,4,1,5,,1,
ALA-17-03,GUMP,GUMP-009,"Marsh, Kyle",2017-04-05,1,,,,1,
ALA-17-03,GUMP,GUMP-010,"Marsh, Kyle",2017-05-12,,1,5,,1,
ALA-17-03,GUMP,GUMP-016,"Marsh, Kyle",2017-04-26,3,3,8,1,1,
ALA-17-03,GUMP,GUMP-017,"Marsh, Kyle",2017-05-04,,,2,,1,
ALA-17-03,GUMP,GUMP-018,"Marsh, Kyle",2017-04-26,1,1,13,,1,
ALA-17-03,GUMP,GUMP-019,"Marsh, Kyle",2017-05-03,2,4,6,1,1,"LPI IN 200 Degree direction hit fence so stopped."
ALA-17-03,GUMP,GUMP-020,"Marsh, Kyle",2017-05-05,1,,,,1,
ALA-17-03,GUMP,GUMP-022,"Marsh, Kyle",2017-05-10,,,,,1,
ALA-17-03,GUMP,GUMP-023,"Marsh, Kyle",2017-05-03,,1,2,,1,"224 degree direction LPI continued past fence so didn't finish."
ALA-17-03,GUMP,GUMP-025,"Marsh, Kyle",2017-05-04,,,,,1,
ALA-17-03,GUMP,GUMP-RCD,"Marsh, Kyle",2017-05-10,,,,,,
SAN-17-01,GERN,GERN-04,"Marsh, Kyle",2017-05-25,7,8,2,4,1,
SAN-17-01,GERN,GERN-02,"Marsh, Kyle",2017-05-25,10,20,5,4,1,
SAN-17-01,GERN,GERN-01,"Marsh, Kyle",2017-05-25,30,13,3,1,1,"buda2=bush dandy."
SAN-17-01,GERN,GERN-05,"Marsh, Kyle",2017-05-25,7,25,10,5,0,
MAD-17-01,TODI,TODI-14,"Rives, Aaron",2017-06-01,4,1,,,1,
MAD-17-01,TODI,TODI-16,"Rives, Aaron",2017-06-12,3,4,,3,1,
BUT-17-01,CAPA,072,"Wendt, Carrie",2017-05-24,7,,,,,
BUT-17-01,CAPA,072,"Wendt, Carrie",2018-04-27,13,,,,,
BUT-17-01,CAPA,CAPA-01,"Wendt, Carrie",2017-05-24,4,,,,,
BUT-17-01,CAPA,CAPA-01,"Wendt, Carrie",2018-04-27,21,,,,,
BUT-17-01,CAPA,CAPA-07,"Wendt, Carrie",2017-05-08,1,,,2,0,
BUT-17-01,CAPA,CAPA-07,"Wendt, Carrie",2018-04-26,,9,,,,
WAS-17-01,TDRA,TDRA-01,"Schnelle, Briana",2017-06-15,,,,,1,"Light to moderate grazing"
WAS-17-01,TDRA,TDRA-18,"Schnelle, Briana",2017-06-15,,,,,1,"Light Grazing"
WAS-17-01,TDRA,TDRA-03,"Schnelle, Briana",2017-06-15,,,,,1,"Light grazing on all fields."
MOD-17-01,SHRO,SHRO-11,"Schnelle, Briana",2017-06-24,,,,,1,"Sheep grazing, light to medium use"
MOD-17-01,SHRO,SHRO-11,"Schnelle, Briana",2018-06-20,20,13,16,,1,
MOD-17-01,SHRO,SHRO-13,"Schnelle, Briana",2017-06-23,,,,,0,"Field rested for the year"
MOD-17-01,SHRO,SHRO-13,"Schnelle, Briana",2018-06-20,9,15,18,10,0,"No grazing"
MOD-17-01,SHRO,SHRO-17,"Schnelle, Briana",2017-06-24,,,,,,"Rest from grazing this season"
MOD-17-01,SHRO,SHRO-17,"Schnelle, Briana",2018-06-20,39,27,27,1,,"Bladder pod on releve (cant find USDA code)"
YOL-14-04,BRGR,BR05-01,"Shake, Corey",2017-06-07,,,,,1,"Visual estimate of % cover within 50m: ELGL < 1, NAPU4 = 10, CAPY2 < 1, CESO3 < 1.  At least 60 cow-calf pairs grazing for last couple to several months.  Grazing pressure is patchy, but heavy in a few areas, including on Stipa pulchra (NAPU4)--some are grazed to 5 cm, but not large majority.   Cover visual estimates:  ELGL <1%, NAPU4 = 10%, CAPY2 <1%, CESO3 <1%."
YOL-14-04,BRGR,BR05-01,"Shake, Corey",2019-05-06,,,,,1,"Not recently grazed, but maybe in fall/early winter 2018-19"
YOL-14-04,BRGR,BR05-01,"Noda, Sophie",2021-05-27,,,,,,"Not grazed this year following last June's prescribed fire; very very little TACA8 and AETR in plot. 30-35 on 285 transect on road"
YOL-14-04,BRGR,BR05-01,"Garcia, Dabid",2022-04-28,,,,,1,"very light grazing this year- very few animals and in late Jan-Feb (sheep) and a few cattle in the last couple weeks. Both avenas present, so coded as ""AVENA"" on LPI; point 34 on 285 degree transect on a 2-track road"
BUT-18-14,DMRE,DMRE-01,"Wendt, Carrie",2018-04-25,,9,,,1,
BUT-18-14,DMRE,DMRE-01,"Wendt, Carrie",2019-05-23,4,7,,,,"Transect was overgrown with impenetrable brush so we could not finish. There has been little grazing on this site. It is a thick riparian forest not rangeland"
BUT-18-14,DMRE,DMRE-06,"Wendt, Carrie",2018-04-25,,,,,1,
BUT-18-14,DMRE,DMRE-06,"Wendt, Carrie",2019-05-23,51,8,,,,"not grazed over the winter"
YUB-16-03,RIRA,RIRA-26,"Howard, Katharine",2018-05-04,,,,,1,"Was disked and seeded aerially in October 2017; seed mix was TRHI4, VIVI, BRHO2, HOVU, & THIN6. Was grazed once in April 2018, but you can't tell by looking at it."
SIE-16-01,CALP,CALP-03,"Weintraub , Kelly",2018-06-25,,,,,1,"Cows are currently in this field, but this point does not appear to have been grazed."
SIE-16-01,CALP,CALP-04,"Weintraub , Kelly",2018-06-25,9,,,,,
SIE-16-01,CALP,CALP-05,"Weintraub , Kelly",2018-06-08,,,,,,
SIE-16-01,CALP,CALP-12,"Weverka, Jacob",2019-06-11,,,,,,
SIE-16-01,CALP,CALP-13,"Weverka, Jacob",2019-06-11,,1,,,,"Pinus is P. sylvestris but it's not in the database"
ALA-18-01,ACWM,ACWM-01,"Marsh, Kyle",2018-04-24,,,,,1,
ALA-18-01,ACWM,ACWM-02,"Marsh, Kyle",2018-04-24,,,,,1,
ALA-18-01,ACWM,ACWM-03,"Marsh, Kyle",2018-04-24,,,,,1,
ALA-18-01,ACWM,ACWM-04,"Marsh, Kyle",2018-04-26,,,,,1,
ALA-18-01,ACWM,ACWM-05,"Marsh, Kyle",2018-04-24,,,,,1,
ALA-18-01,ACWM,ACWM-06,"Marsh, Kyle",2018-04-24,,,,,1,
ALA-18-01,ACWM,ACWM-07,"Marsh, Kyle",2018-04-24,,,,,1,
ALA-18-01,ACWM,ACWM-08,"Marsh, Kyle",2018-04-24,,,,,,
ALA-18-02,MULL,MULL-01,"Marsh, Kyle",2018-04-13,33,7,2,10,1,
ALA-18-02,MULL,MULL-03,"Marsh, Kyle",2018-04-13,1,2,1,,1,
ALA-18-02,MULL,MULL-04,"Marsh, Kyle",2018-04-26,,,,,1,"Not this season"
ALA-18-03,PARA,PARA-001,"Marsh, Kyle",2018-04-26,10,3,5,,1,
ALA-18-03,PARA,PARA-003,"Marsh, Kyle",2018-04-20,,,,,1,
ALA-18-03,PARA,PARA-004,"Marsh, Kyle",2018-04-26,,,,,1,
ALA-18-03,PARA,PARA-009,"Marsh, Kyle",2018-04-27,,,,,1,"Hit fence line at point 36 at 260 degrees"
ALA-18-03,PARA,PARA-010,"Marsh, Kyle",2018-04-26,,,,,1,
ALA-18-03,PARA,PARA-011,"Marsh, Kyle",2018-04-26,,,,,1,
SON-18-02,POMO,POMO-02,"Winquist, Suzanne",2018-05-11,12,31,16,5,,"lots of recent oak regeneration only about 30cm high"
SON-18-02,POMO,POMO-02,"Noda, Sophie",2022-05-24,7,9,20,1,1,
SON-18-02,POMO,POMO-06,"Winquist, Suzanne",2018-05-11,,4,6,1,,
SON-18-02,POMO,POMO-06,"Noda, Sophie",2022-05-24,,,4,,1,
SON-18-02,POMO,POMO-09,"Winquist, Suzanne",2018-05-11,13,11,2,,,"BARBED GOAT GRASS INVASION. STEEP HILLSIDE"
SON-18-02,POMO,POMO-09,"Noda, Sophie",2022-05-24,11,12,4,,1,
SON-18-01,BAHI,BAHI-25,"Winquist, Suzanne",2018-06-14,,,,,1,
SON-18-01,BAHI,BAHI-25,"Hittenberger, Taj",2021-05-14,,,,,,
SON-18-01,BAHI,BAHI-30,"Hittenberger, Taj",2021-05-14,,,,,,
SON-18-01,BAHI,BAHI-30,"Winquist, Suzanne",2018-04-27,,,,,,
SON-18-01,BAHI,BAHI-10,"Winquist, Suzanne",2018-06-15,,,,,1,
SON-18-01,BAHI,BAHI-10,"Hittenberger, Taj",2021-05-13,,,,,,
SON-18-01,BAHI,BAHI-13,"Winquist, Suzanne",2018-06-15,,,,,1,
SON-18-01,BAHI,BAHI-13,"Hittenberger, Taj",2021-05-13,,,,,,
SON-15-10,5SFA,5SFA-02,"Winquist, Suzanne",2018-06-06,,,,,1,
SON-15-10,5SFA,5SFA-02,"Garcia, Dabid",2022-05-17,,,,,1,"Site was recently mowed to control black mustard."
SON-15-10,5SFA,5SFA-04,"Garcia, Dabid",2022-05-16,,,,,,
SON-15-10,5SFA,5SFA-05,"Garcia, Dabid",2022-05-16,,,,,1,
SON-15-10,5SFA,5SFA-06,"Winquist, Suzanne",2018-06-07,,,,,,"RECENTLY HAYED"
SON-15-10,5SFA,5SFA-06,"Garcia, Dabid",2022-05-16,,,,,1,
SON-15-10,5SFA,5SFA-09,"Winquist, Suzanne",2018-05-07,,,2,,,"Not grazed this season."
SON-15-10,5SFA,5SFA-09,"Garcia, Dabid",2022-05-17,,,,,1,
YOL-14-03,YL06,YL06-CL,"Shake, Corey",2018-05-09,,,,,1,
YOL-14-03,YL06,YL06-CL,"Shake, Corey",2019-05-08,,,,,1,
YOL-14-03,YL06,YL06-CL,"Halstrom, Grant",2020-05-15,,,,,1,
YOL-14-03,YL06,YL06-CL,"Halstrom, Grant",2020-05-15,,,,,1,
YOL-14-03,YL06,YL06-CL,"Noda, Sophie",2021-05-04,,,,,1,"Very dry, short grass"
YOL-14-03,YL06,YL06-TR,"Shake, Corey",2018-05-08,,,,,1,"DIRECTION 12, PT 36 - NO HEIGHT RECORDED; AETR 5% of area; Grasses matted in areas by cattle trampling"
YOL-14-03,YL06,YL06-TR,"Shake, Corey",2019-05-08,,,,,1,"Cow trial on first direction #50"
YOL-14-03,YL06,YL06-TR,"Noda, Sophie",2021-05-05,,,,,1,"Area was heavily grazed and production low--exceptionally dry year"
YOL-14-03,YL12,YL12-CL,"Shake, Corey",2018-05-08,,,,,1,"TACA8 and AETR = ~30%"
YOL-14-03,YL12,YL12-CL,"Shake, Corey",2019-05-08,,,,,1,
YOL-14-03,YL12,YL12-CL,"Halstrom, Grant",2020-05-13,,,,,1,
YOL-14-03,YL12,YL12-CL,"Halstrom, Grant",2020-05-06,,,,,1,
YOL-14-03,YL12,YL12-CL,"Noda, Sophie",2021-05-05,,,,,1,
YOL-14-03,YL18,YL18-CL,"Shake, Corey",2018-05-07,,,,,1,
YOL-14-03,YL18,YL18-CL,"Shake, Corey",2019-05-08,,,,,1,"Searched for 25 min because found low area where water ponds with different species from elsewhere. Took extra time to search there."
YOL-14-03,YL18,YL18-CL,"Halstrom, Grant",2020-05-13,,,,,1,"Didn't see erodium probably too late in season."
YOL-14-03,YL18,YL18-CL,"Noda, Sophie",2021-05-06,,,,,1,"Hay has been spread across entire plot-heavily grazed. Also most of plot was burned in last fire season"
MRN-15-02,TGGA,TGGA-08,"Halstrom, Grant",2020-05-29,,,,,,
MRN-15-02,TGGA,TGGA-08,"Garcia, Dabid",2022-05-20,,,,,,
MOD-18-03,JADI,JADI-05,"Schnelle, Briana",2018-06-22,,,,,,
MOD-18-02,JEHU,JEHU-03,"Noda, Sophie",2021-06-01,,,,,,"ungrazed this year. Drier than normal"
MOD-18-02,JEHU,JEHU-03,"Schnelle, Briana",2018-06-21,,,,,,
MOD-18-02,JEHU,JEHU-05,"Noda, Sophie",2021-06-04,,,,,1,"most grass not sending up seed heads yet. did not do 2nd half of transect due to time constraints"
MOD-18-02,JEHU,JEHU-05,"Schnelle, Briana",2018-06-21,,,,,,
MOD-18-02,JEHU,JEHU-11,"Noda, Sophie",2021-06-04,,,,,1,"I think grazed but not sure"
MOD-18-02,JEHU,JEHU-11,"Schnelle, Briana",2018-06-21,,,,,,
