"Study Area","Transect Name","Point Id","Date","Point Index","Direction","Canopy1","Canopy2","Canopy3","Top Layer","Height","Lower1","Lower2","Lower3","Lower4","Lower5","Lower6","Lower7","Lower8","Lower9","Lower10","Soil Surface","Thatch Indices Lower","Thatch Top Layer"
"Santa Clara County",SVOS,SVOS-13,2019-04-22,22,169,,,,ERBO,1,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,23,169,,,,VUMY,13,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,24,169,,,,BRDI3,9,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,25,169,,,,BRDI3,22,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,26,169,,,,BRDI3,12,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,27,169,,,,BRDI3,15,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,28,169,,,,BRDI3,13,L,GEDI,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,29,169,,,,GEDI,14,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,30,169,,,,NOPLANT,,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,31,169,,,,BRDI3,6,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,32,169,,,,BRDI3,18,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,33,169,,,,BRHO2,10,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,34,169,,,,JUBU,3,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,35,169,,,,GEDI,14,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,36,169,,,,BRDI3,8,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,37,169,,,,HOMU,9,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,38,169,,,,HOMU,13,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,39,169,,,,HOMU,13,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,40,169,,,,HOMU,4,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,41,169,,,,BRHO2,15,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,42,169,,,,BRHO2,13,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,43,169,,,,HOMU,11,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,44,169,,,,BRHO2,15,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,45,169,,,,BRDI3,16,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,46,169,,,,NOPLANT,,L,2GA,,,,,,,,,S,2,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,47,169,,,,NOPLANT,,L,2GA,,,,,,,,,S,2,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,48,169,,,,BRHO2,25,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,49,169,,,,BRHO2,12,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,50,169,,,,BRHO2,13,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,1,349,,,,BRDI3,13,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,2,349,,,,GEDI,6,BRHO2,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,3,349,,,,LOPEM2,8,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,4,349,,,,GEDI,15,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,5,349,,,,BRDI3,14,GEDI,VUMY,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,6,349,,,,ERBO,17,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,7,349,,,,LOPEM2,3,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,8,349,,,,BRDI3,25,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,9,349,,,,LOPEM2,11,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,10,349,,,,BRDI3,13,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,11,349,,,,GEDI,11,2GA,,,,,,,,,,S,1,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,12,349,,,,BRDI3,11,GEDI,2GA,,,,,,,,,S,2,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,13,349,,,,BRHO2,8,VUMY,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,14,349,,,,BRDI3,7,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,15,349,,,,VUMY,9,2GA,,,,,,,,,,S,1,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,16,349,,,,BRDI3,25,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,17,349,,,,BRDI3,12,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,18,349,,,,BRHO2,8,VISA,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,19,349,,,,VUMY,8,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,20,349,,,,LOPEM2,24,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,21,349,,,,BRDI3,11,LOPEM2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,22,349,,,,GEDI,8,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,23,349,,,,GEDI,9,2GA,L,,,,,,,,,S,1,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,24,349,,,,BRHO2,11,VUMY,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,25,349,,,,VUMY,8,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,26,349,,,,BRDI3,3,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,27,349,,,,BRDI3,9,VUMY,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,28,349,,,,BRDI3,10,2GA,,,,,,,,,,S,1,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,29,349,,,,BRHO2,9,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,30,349,,,,GEDI,10,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,31,349,,,,BRDI3,11,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,32,349,,,,BRHO2,12,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,33,349,,,,NOPLANT,,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,34,349,,,,VUMY,12,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,35,349,,,,BRDI3,12,2GA,,,,,,,,,,S,1,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,36,349,,,,BRDI3,3,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,37,349,,,,BRHO2,10,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,38,349,,,,HOMU,11,2GA,,,,,,,,,,S,1,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,39,349,,,,BRHO2,10,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,40,349,,,,HOMU,4,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,41,349,,,,BRHO2,10,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,42,349,,,,2GA,3,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,43,349,,,,BRDI3,8,2GA,,,,,,,,,,S,1,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,44,349,,,,LOPEM2,8,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,45,349,,,,NOPLANT,,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,46,349,,,,BRHO2,11,GEDI,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,47,349,,,,BRDI3,2,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,48,349,,,,VUMY,12,,RUCR,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,49,349,,,,LOPEM2,4,VUMY,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-13,2019-04-22,50,349,,,,NOPLANT,,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,1,131,,,,LOPEM2,18,LUBI,MEPO3,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,2,131,,,,AVBA,9,LOPEM2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,3,131,,,,AVBA,11,ERBO,,,,,,,,,,AM,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,4,131,,,,AVBA,35,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,5,131,,,,AVBA,25,HOMU,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,6,131,,,,AVBA,34,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,7,131,,,,BRDI3,34,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,8,131,,,,HOMU,15,AVBA,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,9,131,,,,AVBA,10,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,10,131,,,,LUBI,17,HOMU,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,11,131,,,,MEPO3,4,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,12,131,,,,LOPEM2,4,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,13,131,,,,AVBA,12,LOPEM2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,14,131,,,,ERBO,10,MEPO3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,15,131,,,,ERBO,17,HOMU,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,16,131,,,,LUBI,21,MEPO3,LOPEM2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,17,131,,,,LOPEM2,2,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,18,131,,,,HYGL2,1,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,19,131,,,,ERBO,21,SIGA,HYGL2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,20,131,,,,AVBA,19,BRHO2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,21,131,,,,ERBO,11,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,22,131,,,,ERBO,3,2GA,,,,,,,,,,S,1,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,23,131,,,,LOPEM2,15,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,24,131,,,,BRHO2,14,,,,,,,,,,,AM,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,25,131,,,,BRHO2,14,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,26,131,,,,NOPLANT,,,,,,,,,,,,AM,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,27,131,,,,LOPEM2,16,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,28,131,,,,HOMU,33,ERCI6,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,29,131,,,,LOPEM2,9,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,30,131,,,,HOMU,18,ERCI6,,,,,,,,,,AM,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,31,131,,,,LOPEM2,11,ERCI6,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,32,131,,,,BRDI3,12,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,33,131,,,,AVBA,25,BRDI3,BRHO2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,34,131,,,,BRHO2,1,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,35,131,,,,AVBA,23,LOPEM2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,36,131,,,,BRDI3,34,AMME,VUBR,BRHO2,L,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,37,131,,,,BRDI3,11,LOPEM2,VUBR,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,38,131,,,,BRDI3,23,VUBR,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,39,131,,,,ERBO,12,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,40,131,,,,2GA,1,L,,,,,,,,,,S,,1
"Santa Clara County",SVOS,SVOS-23,2019-04-22,41,131,,,,BRHO2,24,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,42,131,,,,ERBO,13,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,43,131,,,,ERBO,8,TRHI4,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,44,131,,,,BRHO2,8,ESCA2,,,,,,,,,,R,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,45,131,,,,AVBA,14,TRHI4,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,46,131,,,,TRHI4,9,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,47,131,,,,AVBA,32,BRHO2,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,48,131,,,,ERBO,18,TRHI4,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,49,131,,,,AVBA,47,BRHO2,BRDI3,TRHI4,L,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,50,131,,,,AVBA,38,TRHI4,LOPEM2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,1,311,,,,ERBO,14,AVBA,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,2,311,,,,NOPLANT,,,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,3,311,,,,NAPU4,31,AVBA,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,4,311,,,,BRDI3,15,TRHI4,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,5,311,,,,HOMU,4,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,6,311,,,,AVBA,6,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,7,311,,,,AVBA,32,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,8,311,,,,HOMU,6,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,9,311,,,,LUBI,21,BRASS2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,10,311,,,,AVBA,42,HOMU,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,11,311,,,,AVBA,38,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,12,311,,,,AVBA,25,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,13,311,,,,AVBA,28,LOPEM2,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,14,311,,,,BRDI3,35,AVBA,HOMU,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,15,311,,,,BRDI3,31,AVBA,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,16,311,,,,AMME,62,AVBA,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,17,311,,,,ERBO,4,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,18,311,,,,AVBA,23,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,19,311,,,,BRDI3,40,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,20,311,,,,AVBA,25,ERBO,2FORB,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,21,311,,,,AVBA,29,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,22,311,,,,AVBA,60,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,23,311,,,,AVBA,54,ERBO,BRDI3,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,24,311,,,,AVBA,54,ERBO,2FORB,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,25,311,,,,AVBA,48,BRDI3,LUBI,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,26,311,,,,BRDI3,15,MEPO3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,27,311,,,,AVBA,37,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,28,311,,,,AVBA,63,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,29,311,,,,BRDI3,30,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,30,311,,,,AVBA,52,TRHI4,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,31,311,,,,AVBA,58,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,32,311,,,,AVBA,48,ERBO,LUBI,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,33,311,,,,AVBA,56,TRHI4,2FORB,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,34,311,,,,AVBA,73,LUBI,ESCA2,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,35,311,,,,AVBA,45,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,36,311,,,,AVBA,50,BRDI3,2FORB,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,37,311,,,,AVBA,65,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,38,311,,,,BRDI3,40,AVBA,2FORB,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,39,311,,,,BRDI3,34,ERBO,2FORB,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,40,311,,,,AVBA,46,BRDI3,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,41,311,,,,AVBA,55,LUBI,ERBO,TRHI4,L,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,42,311,,,,AVBA,46,LUBI,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,43,311,,,,AVBA,26,ERBO,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,44,311,,,,LOPEM2,30,L,,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,45,311,,,,AVBA,32,BRDI3,TRHI4,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,46,311,,,,AVBA,52,ERBO,2FORB,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,47,311,,,,AVBA,60,TRHI4,L,,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,48,311,,,,AVBA,25,BRDI3,2GA,,,,,,,,,S,2,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,49,311,,,,BRDI3,26,LUBI,ERBO,L,,,,,,,,S,,0
"Santa Clara County",SVOS,SVOS-23,2019-04-22,50,311,,,,AVBA,30,ESCA2,L,,,,,,,,,S,,0
